PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"37760016","Advances in the Use of N-Acetylcysteine in Chronic Respiratory Diseases","Mokra D, Mokry J, Barosova R, Hanusrichterova J.","Antioxidants (Basel). 2023 Sep 2;12(9):1713. doi: 10.3390/antiox12091713.","Mokra D","Antioxidants (Basel)","2023","2023/09/28","PMC10526097","","10.3390/antiox12091713"
"34729149","Review of current and future therapeutics in ABPA","Lewington-Gower E, Chan L, Shah A.","Ther Adv Chronic Dis. 2021 Oct 23;12:20406223211047003. doi: 10.1177/20406223211047003. eCollection 2021.","Lewington-Gower E","Ther Adv Chronic Dis","2021","2021/11/03","PMC8543630","","10.1177/20406223211047003"
"33073025","Pancreatitis-Associated Protein in Neonatal Screening for Cystic Fibrosis: Strengths and Weaknesses","Sommerburg O, Hammermann J.","Int J Neonatal Screen. 2020 Mar 30;6(2):28. doi: 10.3390/ijns6020028. eCollection 2020 Jun.","Sommerburg O","Int J Neonatal Screen","2020","2020/10/19","PMC7422993","","10.3390/ijns6020028"
"32619563","Targeting chloride transport in autosomal dominant polycystic kidney disease","Jouret F, Devuyst O.","Cell Signal. 2020 Sep;73:109703. doi: 10.1016/j.cellsig.2020.109703. Epub 2020 Jun 30.","Jouret F","Cell Signal","2020","2020/07/04","","","10.1016/j.cellsig.2020.109703"
"33371198","Update on Respiratory Fungal Infections in Cystic Fibrosis Lung Disease and after Lung Transplantation","Renner S, Nachbaur E, Jaksch P, Dehlink E.","J Fungi (Basel). 2020 Dec 21;6(4):381. doi: 10.3390/jof6040381.","Renner S","J Fungi (Basel)","2020","2020/12/29","PMC7766476","","10.3390/jof6040381"
"34063507","Fertility, Pregnancy and Lactation Considerations for Women with CF in the CFTR Modulator Era","Jain R, Taylor-Cousar JL.","J Pers Med. 2021 May 15;11(5):418. doi: 10.3390/jpm11050418.","Jain R","J Pers Med","2021","2021/06/02","PMC8156060","","10.3390/jpm11050418"
"33803835","Oxidative Stress and Endoplasmic Reticulum Stress in Rare Respiratory Diseases","Magallón M, Pastor S, Carrión AE, Bañuls L, Pellicer D, Castillo S, Bondía S, Navarro-García MM, González C, Dasí F.","J Clin Med. 2021 Mar 18;10(6):1268. doi: 10.3390/jcm10061268.","Magallón M","J Clin Med","2021","2021/04/03","PMC8003245","","10.3390/jcm10061268"
"33396283","Optimizations of In Vitro Mucus and Cell Culture Models to Better Predict In Vivo Gene Transfer in Pathological Lung Respiratory Airways: Cystic Fibrosis as an Example","Ghanem R, Laurent V, Roquefort P, Haute T, Ramel S, Le Gall T, Aubry T, Montier T.","Pharmaceutics. 2020 Dec 31;13(1):47. doi: 10.3390/pharmaceutics13010047.","Ghanem R","Pharmaceutics","2020","2021/01/05","PMC7823756","","10.3390/pharmaceutics13010047"
"38611676","Diagnosing Cystic Fibrosis in the 21st Century-A Complex and Challenging Task","Anton-Păduraru DT, Azoicăi AN, Trofin F, Mîndru DE, Murgu AM, Bocec AS, Iliescu Halițchi CO, Ciongradi CI, Sȃrbu I, Iliescu ML.","Diagnostics (Basel). 2024 Apr 3;14(7):763. doi: 10.3390/diagnostics14070763.","Anton-Păduraru DT","Diagnostics (Basel)","2024","2024/04/13","PMC11012009","","10.3390/diagnostics14070763"
"37892370","Sleep Respiratory Disorders in Children and Adolescents with Cystic Fibrosis and Primary Ciliary Dyskinesia","Papale M, Manti S, Presti S, Mollica F, Parisi GF, Leonardi S.","Children (Basel). 2023 Oct 20;10(10):1707. doi: 10.3390/children10101707.","Papale M","Children (Basel)","2023","2023/10/28","PMC10605080","","10.3390/children10101707"
"32345761","2019 Year in Review: Aerosol Therapy","Berlinski A.","Respir Care. 2020 May;65(5):705-712. doi: 10.4187/respcare.07738.","Berlinski A","Respir Care","2020","2020/04/30","","","10.4187/respcare.07738"
"39564025","Exploring Therapeutic Strategies for Pediatric Cystic Fibrosis: An In-Depth Comparative Review","Lakhani A, Clementina R, Siddiqua Z, Shroff S, Bhavanam S, Pandya MH, Bagadia B, Khan U, Koyappathodi Machingal MM, Kimmatkar A, Chunawala P, Singh H, Reza H, Katta M.","Cureus. 2024 Oct 20;16(10):e71913. doi: 10.7759/cureus.71913. eCollection 2024 Oct.","Lakhani A","Cureus","2024","2024/11/20","PMC11576056","","10.7759/cureus.71913"
"35712620","Metabolomic Biomarkers to Predict and Diagnose Cystic Fibrosis Pulmonary Exacerbations: A Systematic Review","Nguyen AV, Haas D, Bouchard M, Quon BS.","Front Pediatr. 2022 May 31;10:896439. doi: 10.3389/fped.2022.896439. eCollection 2022.","Nguyen AV","Front Pediatr","2022","2022/06/17","PMC9192952","","10.3389/fped.2022.896439"
"32781694","Factoring in the Complexity of the Cystic Fibrosis Lung to Understand Aspergillus fumigatus and Pseudomonas aeruginosa Interactions","Beswick E, Amich J, Gago S.","Pathogens. 2020 Aug 6;9(8):639. doi: 10.3390/pathogens9080639.","Beswick E","Pathogens","2020","2020/08/13","PMC7460534","","10.3390/pathogens9080639"
"35104846","Gradients in gene essentiality reshape antibacterial research","Hogan AM, Cardona ST.","FEMS Microbiol Rev. 2022 May 6;46(3):fuac005. doi: 10.1093/femsre/fuac005.","Hogan AM","FEMS Microbiol Rev","2022","2022/02/01","PMC9075587","","10.1093/femsre/fuac005"
"34860355","Non-Pharmaceutical Techniques for Obstructive Airway Clearance Focusing on the Role of Oscillating Positive Expiratory Pressure (OPEP): A Narrative Review","Coppolo DP, Schloss J, Suggett JA, Mitchell JP.","Pulm Ther. 2022 Mar;8(1):1-41. doi: 10.1007/s41030-021-00178-1. Epub 2021 Dec 3.","Coppolo DP","Pulm Ther","2022","2021/12/03","PMC8640712","","10.1007/s41030-021-00178-1"
"35265731","Establishing Antimicrobial Susceptibility Testing Methods and Clinical Breakpoints for Inhaled Antibiotic Therapy","Ekkelenkamp MB, Díez-Aguilar M, Tunney MM, Elborn JS, Fluit AC, Cantón R.","Open Forum Infect Dis. 2022 Feb 14;9(4):ofac082. doi: 10.1093/ofid/ofac082. eCollection 2022 Apr.","Ekkelenkamp MB","Open Forum Infect Dis","2022","2022/03/10","PMC8900927","","10.1093/ofid/ofac082"
"39616120","Measurement of treatment burden in cystic fibrosis: A systematic review","Altabee R, Mwamba MJ, Turner D, Davies G, Abbott J, Simmonds NJ, Whitty JA, Carr SB, Barton G, Cameron RA.","J Cyst Fibros. 2024 Nov 30:S1569-1993(24)01812-5. doi: 10.1016/j.jcf.2024.11.005. Online ahead of print.","Altabee R","J Cyst Fibros","2024","2024/11/30","","","10.1016/j.jcf.2024.11.005"
"36613554","The Role of ABC Transporters in Skin Cells Exposed to UV Radiation","Gęgotek A, Skrzydlewska E.","Int J Mol Sci. 2022 Dec 21;24(1):115. doi: 10.3390/ijms24010115.","Gęgotek A","Int J Mol Sci","2022","2023/01/08","PMC9820374","","10.3390/ijms24010115"
"34221860","The Ca(2+)-activated chloride channel ANO1/TMEM16A: An emerging therapeutic target for epithelium-originated diseases?","Liu Y, Liu Z, Wang K.","Acta Pharm Sin B. 2021 Jun;11(6):1412-1433. doi: 10.1016/j.apsb.2020.12.003. Epub 2020 Dec 9.","Liu Y","Acta Pharm Sin B","2021","2021/07/05","PMC8245819","","10.1016/j.apsb.2020.12.003"
"34202495","Systems Biology and Bile Acid Signalling in Microbiome-Host Interactions in the Cystic Fibrosis Lung","Woods DF, Flynn S, Caparrós-Martín JA, Stick SM, Reen FJ, O'Gara F.","Antibiotics (Basel). 2021 Jun 24;10(7):766. doi: 10.3390/antibiotics10070766.","Woods DF","Antibiotics (Basel)","2021","2021/07/02","PMC8300688","","10.3390/antibiotics10070766"
"37003609","Cystic fibrosis transmembrane conductance regulator in COPD: a role in respiratory epithelium and beyond","Mall MA, Criner GJ, Miravitlles M, Rowe SM, Vogelmeier CF, Rowlands DJ, Schoenberger M, Altman P.","Eur Respir J. 2023 Apr 1;61(4):2201307. doi: 10.1183/13993003.01307-2022. Print 2023 Apr.","Mall MA","Eur Respir J","2023","2023/04/01","PMC10066568","","10.1183/13993003.01307-2022"
"32848748","The Resolution Approach to Cystic Fibrosis Inflammation","Recchiuti A, Patruno S, Plebani R, Romano M.","Front Pharmacol. 2020 Jul 29;11:1129. doi: 10.3389/fphar.2020.01129. eCollection 2020.","Recchiuti A","Front Pharmacol","2020","2020/08/28","PMC7403222","","10.3389/fphar.2020.01129"
"39203365","Biofilm Production and Its Implications in Pediatrics","Principi N, Esposito S.","Microorganisms. 2024 Jul 25;12(8):1522. doi: 10.3390/microorganisms12081522.","Principi N","Microorganisms","2024","2024/08/29","PMC11356046","","10.3390/microorganisms12081522"
"33073022","Processing Newborn Bloodspot Screening Results for CF","Barben J, Chudleigh J.","Int J Neonatal Screen. 2020 Mar 25;6(2):25. doi: 10.3390/ijns6020025. eCollection 2020 Jun.","Barben J","Int J Neonatal Screen","2020","2020/10/19","PMC7422987","","10.3390/ijns6020025"
"32389275","Phenotypes of Chronic Rhinosinusitis","Cho SH, Hamilos DL, Han DH, Laidlaw TM.","J Allergy Clin Immunol Pract. 2020 May;8(5):1505-1511. doi: 10.1016/j.jaip.2019.12.021.","Cho SH","J Allergy Clin Immunol Pract","2020","2020/05/12","PMC7696652","NIHMS1649176","10.1016/j.jaip.2019.12.021"
"37892334","Nasal Nitric Oxide in Children: A Review of Current Outreach in Pediatric Respiratory Medicine","Mrkić Kobal I, Turkalj M, Plavec D.","Children (Basel). 2023 Oct 9;10(10):1671. doi: 10.3390/children10101671.","Mrkić Kobal I","Children (Basel)","2023","2023/10/28","PMC10605182","","10.3390/children10101671"
"35979168","Pancreatic involvement in celiac disease","Balaban DV, Enache I, Ciochina M, Popp A, Jinga M.","World J Gastroenterol. 2022 Jun 28;28(24):2680-2688. doi: 10.3748/wjg.v28.i24.2680.","Balaban DV","World J Gastroenterol","2022","2022/08/18","PMC9260863","","10.3748/wjg.v28.i24.2680"
"37511654","Telemedicine and Its Application in Cystic Fibrosis","Fainardi V, Capoferri G, Tornesello M, Pisi G, Esposito S.","J Pers Med. 2023 Jun 25;13(7):1041. doi: 10.3390/jpm13071041.","Fainardi V","J Pers Med","2023","2023/07/29","PMC10381340","","10.3390/jpm13071041"
"36999853","Role of vitamin D3 in selected pulmonary diseases with particular emphasis on lung fibrosis","Chojnacki M, Lemieszek MK.","Ann Agric Environ Med. 2023 Mar 31;30(1):31-44. doi: 10.26444/aaem/161583. Epub 2023 Mar 2.","Chojnacki M","Ann Agric Environ Med","2023","2023/03/31","","","10.26444/aaem/161583"
"36013270","Advances in Preclinical In Vitro Models for the Translation of Precision Medicine for Cystic Fibrosis","Silva IAL, Laselva O, Lopes-Pacheco M.","J Pers Med. 2022 Aug 16;12(8):1321. doi: 10.3390/jpm12081321.","Silva IAL","J Pers Med","2022","2022/08/26","PMC9409685","","10.3390/jpm12081321"
"33173809","Targeted Nanotherapeutics for Respiratory Diseases: Cancer, Fibrosis, and Coronavirus","Majumder J, Minko T.","Adv Ther (Weinh). 2021 Feb;4(2):2000203. doi: 10.1002/adtp.202000203. Epub 2020 Oct 13.","Majumder J","Adv Ther (Weinh)","2021","2020/11/11","PMC7646027","","10.1002/adtp.202000203"
"34120130","Demographics and risk factors for pediatric recurrent acute pancreatitis","Gariepy CE, Ooi CY, Maqbool A, Ellery KM.","Curr Opin Gastroenterol. 2021 Sep 1;37(5):491-497. doi: 10.1097/MOG.0000000000000764.","Gariepy CE","Curr Opin Gastroenterol","2021","2021/06/13","PMC8364486","NIHMS1711949","10.1097/MOG.0000000000000764"
"32760278","Targeting the Heme Oxygenase 1/Carbon Monoxide Pathway to Resolve Lung Hyper-Inflammation and Restore a Regulated Immune Response in Cystic Fibrosis","Di Pietro C, Öz HH, Murray TS, Bruscia EM.","Front Pharmacol. 2020 Jul 14;11:1059. doi: 10.3389/fphar.2020.01059. eCollection 2020.","Di Pietro C","Front Pharmacol","2020","2020/08/08","PMC7372134","","10.3389/fphar.2020.01059"
"37686519","Cystic Fibrosis and Cancer: Unraveling the Complex Role of CFTR Gene in Cancer Susceptibility","Parisi GF, Papale M, Pecora G, Rotolo N, Manti S, Russo G, Leonardi S.","Cancers (Basel). 2023 Aug 24;15(17):4244. doi: 10.3390/cancers15174244.","Parisi GF","Cancers (Basel)","2023","2023/09/09","PMC10486401","","10.3390/cancers15174244"
"32733248","Glycosaminoglycans as Multifunctional Anti-Elastase and Anti-Inflammatory Drugs in Cystic Fibrosis Lung Disease","Voynow JA, Zheng S, Kummarapurugu AB.","Front Pharmacol. 2020 Jul 8;11:1011. doi: 10.3389/fphar.2020.01011. eCollection 2020.","Voynow JA","Front Pharmacol","2020","2020/08/01","PMC7360816","","10.3389/fphar.2020.01011"
"39201852","Use of Lung Ultrasound in Cystic Fibrosis: Is It a Valuable Tool?","Boni A, Cristiani L, Majo F, Ullmann N, Esposito M, Supino MC, Tomà P, Villani A, Musolino AM, Cutrera R.","Children (Basel). 2024 Jul 30;11(8):917. doi: 10.3390/children11080917.","Boni A","Children (Basel)","2024","2024/08/29","PMC11352880","","10.3390/children11080917"
"34801194","Social Disparities in Benign Lung Diseases","Espinosa J, Raja S.","Thorac Surg Clin. 2022 Feb;32(1):43-49. doi: 10.1016/j.thorsurg.2021.09.006.","Espinosa J","Thorac Surg Clin","2022","2021/11/21","PMC9760325","","10.1016/j.thorsurg.2021.09.006"
"38743505","Physical activity and its correlates in people with cystic fibrosis: a systematic review","Kinaupenne M, De Craemer M, Schaballie H, Vandekerckhove K, Van Biervliet S, Demeyer H.","Eur Respir Rev. 2022 Sep 7;31(165):220010. doi: 10.1183/16000617.0010-2022. Print 2022 Sep 30.","Kinaupenne M","Eur Respir Rev","2022","2024/05/14","PMC9724827","","10.1183/16000617.0010-2022"
"35399263","Mucus Clearance Strategies in Mechanically Ventilated Patients","Goetz RL, Vijaykumar K, Solomon GM.","Front Physiol. 2022 Mar 23;13:834716. doi: 10.3389/fphys.2022.834716. eCollection 2022.","Goetz RL","Front Physiol","2022","2022/04/11","PMC8984116","","10.3389/fphys.2022.834716"
"32660053","Non-Tuberculous Mycobacterial Diseases in Children","Meoli A, Deolmi M, Iannarella R, Esposito S.","Pathogens. 2020 Jul 9;9(7):553. doi: 10.3390/pathogens9070553.","Meoli A","Pathogens","2020","2020/07/15","PMC7400539","","10.3390/pathogens9070553"
"38543947","Burkholderia pseudomallei Complex Subunit and Glycoconjugate Vaccines and Their Potential to Elicit Cross-Protection to Burkholderia cepacia Complex","Badten AJ, Torres AG.","Vaccines (Basel). 2024 Mar 15;12(3):313. doi: 10.3390/vaccines12030313.","Badten AJ","Vaccines (Basel)","2024","2024/03/28","PMC10975474","","10.3390/vaccines12030313"
"38003348","Role of Nasal Nitric Oxide in Primary Ciliary Dyskinesia and Other Respiratory Conditions in Children","Paternò S, Pisani L, Zanconato S, Ferraro VA, Carraro S.","Int J Mol Sci. 2023 Nov 10;24(22):16159. doi: 10.3390/ijms242216159.","Paternò S","Int J Mol Sci","2023","2023/11/25","PMC10671569","","10.3390/ijms242216159"
"35308378","Virulence Mechanisms of Mycobacterium abscessus: Current Knowledge and Implications for Vaccine Design","Ferrell KC, Johansen MD, Triccas JA, Counoupas C.","Front Microbiol. 2022 Mar 3;13:842017. doi: 10.3389/fmicb.2022.842017. eCollection 2022.","Ferrell KC","Front Microbiol","2022","2022/03/21","PMC8928063","","10.3389/fmicb.2022.842017"
"35743652","CFTR and Gastrointestinal Cancers: An Update","Bhattacharya R, Blankenheim Z, Scott PM, Cormier RT.","J Pers Med. 2022 May 25;12(6):868. doi: 10.3390/jpm12060868.","Bhattacharya R","J Pers Med","2022","2022/06/24","PMC9224611","","10.3390/jpm12060868"
"33803907","Pseudomonas aeruginosa: An Audacious Pathogen with an Adaptable Arsenal of Virulence Factors","Jurado-Martín I, Sainz-Mejías M, McClean S.","Int J Mol Sci. 2021 Mar 18;22(6):3128. doi: 10.3390/ijms22063128.","Jurado-Martín I","Int J Mol Sci","2021","2021/04/03","PMC8003266","","10.3390/ijms22063128"
"33479641","Virulence attenuating combination therapy: a potential multi-target synergy approach to treat Pseudomonas aeruginosa infections in cystic fibrosis patients","Shaw E, Wuest WM.","RSC Med Chem. 2020 Feb 19;11(3):358-369. doi: 10.1039/c9md00566h. eCollection 2020 Mar 1.","Shaw E","RSC Med Chem","2020","2021/01/22","PMC7580779","","10.1039/c9md00566h"
"35625546","The Impact of Pancreatic Exocrine Diseases on the β-Cell and Glucose Metabolism-A Review with Currently Available Evidence","Ciochina M, Balaban DV, Manucu G, Jinga M, Gheorghe C.","Biomolecules. 2022 Apr 21;12(5):618. doi: 10.3390/biom12050618.","Ciochina M","Biomolecules","2022","2022/05/28","PMC9139037","","10.3390/biom12050618"
"34347238","Inheritance vs. infectivity as a mechanism of malady and death of Frederic Chopin","Witt M, Dobosz T.","J Appl Genet. 2021 Dec;62(4):607-611. doi: 10.1007/s13353-021-00651-2. Epub 2021 Aug 4.","Witt M","J Appl Genet","2021","2021/08/04","PMC8571129","","10.1007/s13353-021-00651-2"
"37256139","Targeting protein glycosylation to regulate inflammation in the respiratory tract: novel diagnostic and therapeutic candidates for chronic respiratory diseases","Xie X, Kong S, Cao W.","Front Immunol. 2023 May 15;14:1168023. doi: 10.3389/fimmu.2023.1168023. eCollection 2023.","Xie X","Front Immunol","2023","2023/05/31","PMC10225578","","10.3389/fimmu.2023.1168023"
"38186649","Efficacy and safety profile of elexacaftor-tezacaftor-ivacaftor triple therapy on cystic fibrosis: a systematic review and single arm meta-analysis","Xu W, Wu T, Zhou Z, Zuo Z.","Front Pharmacol. 2023 Dec 14;14:1275470. doi: 10.3389/fphar.2023.1275470. eCollection 2023.","Xu W","Front Pharmacol","2023","2024/01/08","PMC10768559","","10.3389/fphar.2023.1275470"
"32231665","Pulmonary Pathogens Adapt to Immune Signaling Metabolites in the Airway","Riquelme SA, Wong Fok Lung T, Prince A.","Front Immunol. 2020 Mar 13;11:385. doi: 10.3389/fimmu.2020.00385. eCollection 2020.","Riquelme SA","Front Immunol","2020","2020/04/02","PMC7082326","","10.3389/fimmu.2020.00385"
"39027558","Zinc status in cystic fibrosis patients; a systematic review and meta-analysis","Malekahmadi M, Soltani S, Pahlavani N, Sharifi Zahabi E, Kazemizadeh H, Hadavi S, Farsani GM.","Heliyon. 2024 Jun 28;10(13):e33686. doi: 10.1016/j.heliyon.2024.e33686. eCollection 2024 Jul 15.","Malekahmadi M","Heliyon","2024","2024/07/19","PMC11255513","","10.1016/j.heliyon.2024.e33686"
"36360546","Effectiveness of Physical Exercise Interventions on Pulmonary Function and Physical Fitness in Children and Adults with Cystic Fibrosis: A Systematic Review with Meta-Analysis","García-Pérez-de-Sevilla G, Yvert T, Blanco Á, Sosa Pedreschi AI, Thuissard IJ, Pérez-Ruiz M.","Healthcare (Basel). 2022 Nov 3;10(11):2205. doi: 10.3390/healthcare10112205.","García-Pérez-de-Sevilla G","Healthcare (Basel)","2022","2022/11/11","PMC9690212","","10.3390/healthcare10112205"
"33719834","CFTR gene variants as a reason for impaired spermatogenesis: a pilot study and a Meta-analysis of published data","Levkova M, Chervenkov T, Hachmeriyan M, Angelova L.","Hum Fertil (Camb). 2022 Oct;25(4):728-737. doi: 10.1080/14647273.2021.1900608. Epub 2021 Mar 15.","Levkova M","Hum Fertil (Camb)","2022","2021/03/15","","","10.1080/14647273.2021.1900608"
"36009490","The Multifaceted Roles of Autophagy in Infectious, Obstructive, and Malignant Airway Diseases","Carinci M, Palumbo L, Pellielo G, Agyapong ED, Morciano G, Patergnani S, Giorgi C, Pinton P, Rimessi A.","Biomedicines. 2022 Aug 11;10(8):1944. doi: 10.3390/biomedicines10081944.","Carinci M","Biomedicines","2022","2022/08/26","PMC9405571","","10.3390/biomedicines10081944"
"37728793","Stenotrophomonas maltophilia in people with Cystic Fibrosis: a systematic review of prevalence, risk factors and management","Terlizzi V, Tomaselli M, Giacomini G, Dalpiaz I, Chiappini E.","Eur J Clin Microbiol Infect Dis. 2023 Nov;42(11):1285-1296. doi: 10.1007/s10096-023-04648-z. Epub 2023 Sep 20.","Terlizzi V","Eur J Clin Microbiol Infect Dis","2023","2023/09/20","PMC10587323","","10.1007/s10096-023-04648-z"
"36353967","COVID-19 and pediatric pulmonology: Feedback from an expert center after the first year of the pandemic","Corvol H, Prevost B, Aubertin G, Thouvenin G, Taytard J, Nathan N.","Pediatr Pulmonol. 2023 Feb;58(2):392-397. doi: 10.1002/ppul.26235. Epub 2022 Nov 22.","Corvol H","Pediatr Pulmonol","2023","2022/11/10","PMC9878247","","10.1002/ppul.26235"
"35628501","Proteomic Analysis of Human Sputum for the Diagnosis of Lung Disorders: Where Are We Today?","D'Amato M, Iadarola P, Viglio S.","Int J Mol Sci. 2022 May 19;23(10):5692. doi: 10.3390/ijms23105692.","D'Amato M","Int J Mol Sci","2022","2022/05/28","PMC9144372","","10.3390/ijms23105692"
"33850781","How do we counsel men with obstructive azoospermia due to CF mutations?-a review of treatment options and outcomes","Persily JB, Vijay V, Najari BB.","Transl Androl Urol. 2021 Mar;10(3):1467-1478. doi: 10.21037/tau-19-681.","Persily JB","Transl Androl Urol","2021","2021/04/14","PMC8039579","","10.21037/tau-19-681"
"32517271","Review of Potential Pseudomonas Weaponry, Relevant to the Pseudomonas-Aspergillus Interplay, for the Mycology Community","Chatterjee P, Sass G, Swietnicki W, Stevens DA.","J Fungi (Basel). 2020 Jun 6;6(2):81. doi: 10.3390/jof6020081.","Chatterjee P","J Fungi (Basel)","2020","2020/06/11","PMC7345761","","10.3390/jof6020081"
"39473844","Prevalence of colistin resistance in clinical isolates of Pseudomonas aeruginosa: a systematic review and meta-analysis","Narimisa N, Keshtkar A, Dadgar-Zankbar L, Bostanghadiri N, Far YR, Shahroodian S, Zahedi Bialvaei A, Razavi S.","Front Microbiol. 2024 Oct 9;15:1477836. doi: 10.3389/fmicb.2024.1477836. eCollection 2024.","Narimisa N","Front Microbiol","2024","2024/10/30","PMC11520190","","10.3389/fmicb.2024.1477836"
"38532510","Care, management, and use of ferrets in biomedical research","Pramod RK, Atul PK, Pandey M, Anbazhagan S, Mhaske ST, Barathidasan R.","Lab Anim Res. 2024 Mar 26;40(1):10. doi: 10.1186/s42826-024-00197-4.","Pramod RK","Lab Anim Res","2024","2024/03/27","PMC10964530","","10.1186/s42826-024-00197-4"
"36551918","Overcoming Barriers to Preventing and Treating P. aeruginosa Infections Using AAV Vectored Immunoprophylaxis","Lopes JA, Rghei AD, Thompson B, Susta L, Khursigara CM, Wootton SK.","Biomedicines. 2022 Dec 7;10(12):3162. doi: 10.3390/biomedicines10123162.","Lopes JA","Biomedicines","2022","2022/12/23","PMC9775905","","10.3390/biomedicines10123162"
"35912110","Lung Organoids-The Ultimate Tool to Dissect Pulmonary Diseases?","Bosáková V, De Zuani M, Sládková L, Garlíková Z, Jose SS, Zelante T, Hortová Kohoutková M, Frič J.","Front Cell Dev Biol. 2022 Jul 13;10:899368. doi: 10.3389/fcell.2022.899368. eCollection 2022.","Bosáková V","Front Cell Dev Biol","2022","2022/08/01","PMC9326165","","10.3389/fcell.2022.899368"
"35665228","The Role of Plasma Membrane Sodium/Hydrogen Exchangers in Gastrointestinal Functions: Proliferation and Differentiation, Fluid/Electrolyte Transport and Barrier Integrity","Nikolovska K, Seidler UE, Stock C.","Front Physiol. 2022 May 18;13:899286. doi: 10.3389/fphys.2022.899286. eCollection 2022.","Nikolovska K","Front Physiol","2022","2022/06/06","PMC9159811","","10.3389/fphys.2022.899286"
"34440701","A Fragile Balance: Does Neutrophil Extracellular Trap Formation Drive Pulmonary Disease Progression?","Block H, Zarbock A.","Cells. 2021 Jul 29;10(8):1932. doi: 10.3390/cells10081932.","Block H","Cells","2021","2021/08/27","PMC8394734","","10.3390/cells10081932"
"39583120","Mechanism of Genome Editing Tools and Their Application on Genetic Inheritance Disorders","Oh DH.","Glob Med Genet. 2024 Sep 16;11(4):319-329. doi: 10.1055/s-0044-1790558. eCollection 2024 Dec.","Oh DH","Glob Med Genet","2024","2024/11/25","PMC11405120","","10.1055/s-0044-1790558"
"35893126","Novel Treatment Approach for Aspergilloses by Targeting Germination","Verburg K, van Neer J, Duca M, de Cock H.","J Fungi (Basel). 2022 Jul 22;8(8):758. doi: 10.3390/jof8080758.","Verburg K","J Fungi (Basel)","2022","2022/07/27","PMC9331470","","10.3390/jof8080758"
"34452117","Advantages and Disadvantages of Using Magnetic Nanoparticles for the Treatment of Complicated Ocular Disorders","Schneider-Futschik EK, Reyes-Ortega F.","Pharmaceutics. 2021 Jul 27;13(8):1157. doi: 10.3390/pharmaceutics13081157.","Schneider-Futschik EK","Pharmaceutics","2021","2021/08/28","PMC8400382","","10.3390/pharmaceutics13081157"
"33804631","Antimicrobial Resistance in Common Respiratory Pathogens of Chronic Bronchiectasis Patients: A Literature Review","Inchingolo R, Pierandrei C, Montemurro G, Smargiassi A, Lohmeyer FM, Rizzi A.","Antibiotics (Basel). 2021 Mar 20;10(3):326. doi: 10.3390/antibiotics10030326.","Inchingolo R","Antibiotics (Basel)","2021","2021/04/03","PMC8003644","","10.3390/antibiotics10030326"
"30507114","Ivacaftor","","2024 Oct 15. Drugs and Lactation Database (LactMed®) [Internet]. Bethesda (MD): National Institute of Child Health and Human Development; 2006–.","","Drugs and Lactation Database (LactMed®)","2006","2024/10/15","","",""
"36926454","In Utero Mapping and Development Role of CFTR in Lung and Gastrointestinal Tract of Cystic Fibrosis Patients","Li D, Han X, Habgood M, Schneider-Futschik EK.","ACS Pharmacol Transl Sci. 2023 Feb 13;6(3):355-360. doi: 10.1021/acsptsci.2c00233. eCollection 2023 Mar 10.","Li D","ACS Pharmacol Transl Sci","2023","2023/03/17","PMC10012249","","10.1021/acsptsci.2c00233"
"33987189","Neutrophils Modulate Fibrogenesis in Chronic Pulmonary Diseases","Ding L, Yang J, Zhang C, Zhang X, Gao P.","Front Med (Lausanne). 2021 Apr 27;8:616200. doi: 10.3389/fmed.2021.616200. eCollection 2021.","Ding L","Front Med (Lausanne)","2021","2021/05/14","PMC8110706","","10.3389/fmed.2021.616200"
"35926429","A systematic review of lung clearance index in non-cystic fibrosis, non-primary ciliary dyskinesia bronchiectasis","Hine C, Desai M, Davies J, Sapey E, Nagakumar P.","Respir Med. 2022 Sep;201:106937. doi: 10.1016/j.rmed.2022.106937. Epub 2022 Jul 21.","Hine C","Respir Med","2022","2022/08/04","","","10.1016/j.rmed.2022.106937"
"34998112","Bronchiectasis and inhaled tobramycin: A literature review","Elborn JS, Blasi F, Haworth CS, Ballmann M, Tiddens HAWM, Murris-Espin M, Chalmers JD, Cantin AM.","Respir Med. 2022 Feb;192:106728. doi: 10.1016/j.rmed.2021.106728. Epub 2022 Jan 1.","Elborn JS","Respir Med","2022","2022/01/08","","","10.1016/j.rmed.2021.106728"
"32864430","Antibiotic eluting sinus stents","Thompson HM, Lim DJ, Banks C, Grayson JW, Ayinala S, Cho DY, Woodworth BA.","Laryngoscope Investig Otolaryngol. 2020 Jul 11;5(4):598-607. doi: 10.1002/lio2.423. eCollection 2020 Aug.","Thompson HM","Laryngoscope Investig Otolaryngol","2020","2020/09/01","PMC7444760","","10.1002/lio2.423"
"36986509","Elexacaftor-Tezacaftor-Ivacaftor: A Life-Changing Triple Combination of CFTR Modulator Drugs for Cystic Fibrosis","Bacalhau M, Camargo M, Magalhães-Ghiotto GAV, Drumond S, Castelletti CHM, Lopes-Pacheco M.","Pharmaceuticals (Basel). 2023 Mar 8;16(3):410. doi: 10.3390/ph16030410.","Bacalhau M","Pharmaceuticals (Basel)","2023","2023/03/29","PMC10053019","","10.3390/ph16030410"
